0.00029183;0.00000000;147.00000000
0.00320144;0.43000000;153.00000000
0.00623939;0.86300000;159.00000000
0.00935509;1.29300000;163.00000000
0.01257061;1.72300000;168.00000000
0.01591477;2.15500000;174.00000000
0.01941079;2.59500000;178.00000000
0.02298060;3.03000000;183.00000000
0.02657839;3.46000000;188.00000000
0.03025448;3.89000000;192.00000000
0.03402536;4.32300000;196.00000000
0.03787284;4.75500000;199.00000000
0.04144353;5.15000000;202.00000000
0.04539416;5.59000000;189.00000000
0.04878780;6.01500000;168.00000000
0.05185332;6.44300000;149.00000000
0.05451504;6.86800000;130.00000000
0.05691596;7.30000000;114.00000000
0.05899251;7.71800000;106.00000000
0.06109433;8.15500000;105.00000000
0.06322183;8.59300000;109.00000000
0.06534874;9.01500000;111.00000000
0.06755218;9.45500000;113.00000000
0.06980591;9.88300000;121.00000000
0.07223642;10.31300000;128.00000000
0.07484061;10.75000000;135.00000000
0.07750260;11.17500000;142.00000000
0.08031566;11.60500000;148.00000000
0.08325303;12.03800000;154.00000000
0.08629193;12.46800000;159.00000000
0.08953340;12.91000000;164.00000000
0.09272445;13.33500000;168.00000000
0.09606715;13.77000000;172.00000000
0.09953640;14.21300000;177.00000000
0.10320850;14.66500000;181.00000000
0.10685510;15.10800000;185.00000000
0.11050190;15.54300000;188.00000000
0.11407270;15.95800000;192.00000000
0.11789650;16.39500000;195.00000000
0.12177100;16.83300000;198.00000000
0.12556960;17.25500000;200.00000000
0.12962150;17.70000000;203.00000000
0.13377490;18.15000000;206.00000000
0.13772540;18.57500000;208.00000000
0.14185330;19.01300000;210.00000000
0.14610750;19.45800000;213.00000000
0.15013410;19.87500000;215.00000000
0.15438870;20.31000000;217.00000000
0.15874440;20.75300000;219.00000000
0.16299890;21.18300000;221.00000000
0.16758230;21.64000000;223.00000000
0.17239410;22.11800000;225.00000000
0.17697770;22.56800000;227.00000000
0.18176390;23.03000000;230.00000000
0.18619590;23.45500000;233.00000000
0.19103260;23.91300000;235.00000000
0.19584410;24.36500000;237.00000000
0.20052940;24.80300000;238.00000000
0.20534080;25.25000000;239.00000000
0.21012710;25.69300000;240.00000000
0.21493880;26.13500000;240.00000000
0.21954760;26.56000000;241.00000000
0.22418270;26.99500000;226.00000000
0.22841610;27.43500000;203.00000000
0.23251360;27.91300000;178.00000000
0.23600840;28.37500000;156.00000000
0.23897130;28.82300000;139.00000000
0.24163000;29.25000000;134.00000000
0.24454270;29.72500000;138.00000000
0.24737890;30.17800000;138.00000000
0.25029150;30.63800000;141.00000000
0.25322860;31.09300000;145.00000000
0.25614110;31.53300000;149.00000000
0.25910410;31.97500000;147.00000000
0.26201640;32.41000000;150.00000000
0.26505470;32.84800000;155.00000000
0.26811760;33.28000000;159.00000000
0.27138730;33.72800000;163.00000000
0.27465300;34.16500000;167.00000000
0.27809700;34.61800000;170.00000000
0.28149060;35.05500000;174.00000000
0.28496000;35.49300000;177.00000000
0.28845440;35.92800000;180.00000000
0.29190140;36.34800000;183.00000000
0.29531740;36.75800000;186.00000000
0.29898920;37.19300000;188.00000000
0.30273770;37.63800000;182.00000000
0.30610530;38.06300000;171.00000000
0.30944850;38.50500000;163.00000000
0.31246210;38.93000000;149.00000000
0.31545010;39.40000000;131.00000000
0.31798270;39.85800000;115.00000000
0.32021100;40.30500000;103.00000000
0.32234010;40.77000000;96.00000000
0.32418750;41.18800000;94.00000000
0.32618720;41.63800000;96.00000000
0.32823880;42.10000000;99.00000000
0.33026450;42.54300000;104.00000000
0.33244370;42.99000000;110.00000000
0.33472130;43.43000000;118.00000000
0.33710220;43.86300000;125.00000000
0.33971070;44.31500000;131.00000000
0.34226840;44.73800000;136.00000000
0.34495290;45.16800000;141.00000000
0.34771310;45.59500000;146.00000000
0.35054940;46.01500000;151.00000000
0.35363900;46.46300000;155.00000000
0.35680450;46.91000000;159.00000000
0.36002060;47.35000000;163.00000000
0.36349000;47.81800000;167.00000000
0.36688350;48.26300000;170.00000000
0.37017560;48.69000000;169.00000000
0.37359450;49.14000000;167.00000000
0.37696260;49.58500000;169.00000000
0.38028000;50.02300000;168.00000000
0.38362260;50.46300000;170.00000000
0.38701610;50.90000000;173.00000000
0.39033370;51.32000000;177.00000000
0.39380300;51.75300000;180.00000000
0.39732300;52.18000000;184.00000000
0.40096990;52.61800000;188.00000000
0.40466700;53.04800000;192.00000000
0.40849070;53.48500000;196.00000000
0.41234050;53.91800000;198.00000000
0.41626550;54.35500000;199.00000000
0.42011480;54.78800000;199.00000000
0.42406550;55.22500000;202.00000000
0.42806660;55.66300000;200.00000000
0.43209270;56.11000000;198.00000000
0.43601840;56.55000000;196.00000000
0.43971570;56.97300000;192.00000000
0.44333700;57.39500000;190.00000000
0.44703430;57.82500000;192.00000000
0.45078260;58.25500000;195.00000000
0.45457670;58.68300000;198.00000000
0.45855710;59.12300000;201.00000000
0.46268570;59.57300000;204.00000000
0.46678740;60.01500000;207.00000000
0.47088970;60.45300000;210.00000000
0.47501730;60.88800000;206.00000000
0.47891760;61.32300000;194.00000000
0.48264010;61.76500000;192.00000000
0.48603350;62.20000000;192.00000000
0.48960440;62.62800000;194.00000000
0.49395980;63.04500000;195.00000000
0.49745490;63.46000000;198.00000000
0.50112690;63.88500000;201.00000000
0.50560920;64.34000000;205.00000000
0.50943300;64.78800000;208.00000000
0.51315520;65.22300000;211.00000000
0.51791770;65.65800000;213.00000000
0.52161190;66.08500000;195.00000000
0.52518610;66.51800000;197.00000000
0.52964220;66.94800000;195.00000000
0.53308560;67.36800000;193.00000000
